Collection_Number,Year of collection,Age,Ocean,Region,Locality,Order,Family,genus,cf. genus,species,subspecies,cf. species,Complete_name,total_length_cm,standard_length_cm,number_of_otoliths,left otolith length mm,right otolith length mm,Author_species,Collector,Compiler
OTO-460-914,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,4.5,3.7,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-915,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,4,3.3,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-916,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3.8,3.1,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-917,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,4,3.3,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-918,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,7.3,6,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-919,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.9,2.4,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-920,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,5.4,4.4,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-921,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,4.7,3.8,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-922,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3,2.5,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-923,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3.8,3.1,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-924,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,4.5,3.7,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-925,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3.9,3.3,1.45,1.4,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-926,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.8,2.2,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-927,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.7,2.2,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-928,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3.6,3,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-929,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,4.1,3.4,1.5,1.4,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-930,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,1.9,1.5,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-931,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.8,2.2,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-932,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.2,1.8,0.78,0.79,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-933,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.7,2.2,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-934,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.2,1.5,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-935,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3.7,3.1,1.43,1.48,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-936,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.6,2.1,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-937,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3.9,3.2,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-938,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,4.5,3.7,1.58,1.54,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-939,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.5,2.1,0.87,0.9,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-940,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3.2,2.6,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-941,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3.8,3.2,1.38,1.39,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-942,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.6,2.1,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-943,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3.5,2.9,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-944,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,3.2,2.6,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-945,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.6,2.1,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-946,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.2,1.7,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-947,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.1,1.8,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-948,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2,1.6,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-949,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,1.4,1.1,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-950,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,1.3,1,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-951,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,1.9,1.6,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-460-952,2023,Recent,Pacific,Panamá,Las Perlas-Saboga,Perciformes,Gobiidae,Bathygobius ,,ramosus,,,Bathygobius ramosus,2.1,1.7,,,,"Ginsburg, 1947",Brígida De Gracia,Estephany Martínez
OTO-374-104,2015,Recent,Caribbean,Bocas del Toro,Hospital Point,Perciformes,Haemulidae,Haemulon,,flavolineatum,,,Haemulon flavolineatum ,6.9,5.2,2,4.01,4.1,"Desmarest, 1823",Arcadio Castillo,Brígida De Gracia
OTO-374-110,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,7.4,5.46,2,4.4,4.46,"Lacépede, 1801",Ricardo Taylor,Brígida De Gracia
OTO-374-81,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Haemulidae,Haemulon,,steindachneri,,,Haemulon steindachneri ,8.7,7.4,2,,4.9,"Jordan & Gilbert, 1882",Marcos Alvarez,Maria Pinzon
OTO-374-395,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,10.2,8.2,2,5.53,5.52,"Lacépede, 1801",Ricardo Taylor,Brígida de Gracia
OTO-374-82,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Haemulidae,Haemulon,,steindachneri,,,Haemulon steindachneri ,10.5,9,2,,5.41,"Jordan & Gilbert, 1882",Marcos Alvarez,María Pinzón
OTO-374-389,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,10.7,8.6,2,5.75,5.68,"Lacépede, 1801",Ricardo Taylor,Brígida de Gracia
OTO-374-95,N/A,Recent,Caribbean,Venezuela,Golfo de Venezuela,Perciformes,Haemulidae,Haemulon,,striatum,,,Haemulon striatum ,11.2,8.964686654,1,6.32,,"Linnaeus, 1758",Desconocido,Ref. DRepublica O. Aguilera
OTO-374-390,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,11.5,9.2,2,5.96,6.02,"Lacépede, 1801",Ricardo Taylor,Brigida de Gracia
OTO-374-90,2013,Recent,Caribbean,Bocas del Toro,Bastimentos,Perciformes,Haemulidae,Anisotremus,,virginicus,,,Anisotremus virginicus ,11.7,9.36441105,2,5.74,5.7,"Linnaeus, 1758",Marcos Alvarez,Maria Concepcion
OTO-374-94,2013,Recent,Caribbean,Colón,Colon,Perciformes,Haemulidae,Haemulon,,steindachneri,,,Haemulon steindachneri ,11.9,9.524300808,2,6.12,6.18,"Jordan & Gilbert, 1882",Desconocido,Maria Concepcion
OTO-374-487,13-09-2023,Recent,Caribbean,Bocas del Toro,Muelle Stri Point,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,13,11.8,2,6.2,6.31,"Lacépede, 1801",Brigida De Gracia,Brigida de Gracia
OTO-374-98,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Haemulidae,Haemulon,,aurolineatum,,,Haemulon aurolineatum ,13.02,10.16,2,5.78,5.85,"Cuvier, 1830",Ricardo Taylor,Brigida de Gracia
OTO-374-107,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Haemulidae,Haemulon,,macrostomum,,,Haemulon macrostomum ,14.5,11.6,2,7.06,7.08,"Günther, 1859",Ricardo Taylor,Brigida de Gracia
OTO-374-85,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Haemulidae,Anisotremus,,virginicus,,,Anisotremus virginicus ,14.5,11.5,2,6.33,6.48,"Linnaeus, 1758",Marcos Alvarez,Maria Concepcion
OTO-374-89,2013,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Haemulidae,Haemulon,,flavolineatum,,,Haemulon flavolineatum ,14.5,11.60286767,2,,6.56,"Desmarest, 1823",Marcos Alvarez,Maria Concepcion
OTO-374-99,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Haemulidae,Haemulon,,carbonarium,,,Haemulon carbonarium ,15.24,10.5,2,6.58,6.4,"Poey, 1860",Ricardo Taylor,Brigida de Gracia
OTO-374-486,2022,Recent,Pacific,Coiba,Punta Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,15.4,13.8,2,8.61,8.56,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-105,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Haemulidae,Haemulon,,macrostomum,,,Haemulon macrostomum ,15.6,12.3,2,6.92,6.77,"Günther, 1859",Ricardo Taylor,Brigida de Gracia
OTO-374-102,2015,Recent,Caribbean,Bocas del Toro,Hospital Point,Perciformes,Haemulidae,Haemulon,,flavolineatum,,,Haemulon flavolineatum ,15.61,12.86,2,7.35,7.36,"Desmarest, 1823",Arcadio Castillo,Brigida de Gracia
OTO-374-109,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,15.9,12.7,2,7.6,7.73,"Lacépede, 1801",Ricardo Taylor,Brigida de Gracia
OTO-374-103,2015,Recent,Caribbean,Bocas del Toro,Hospital Point,Perciformes,Haemulidae,Haemulon,,flavolineatum,,,Haemulon flavolineatum ,16.2,13.01,2,7.82,7.79,"Desmarest, 1823",Arcadio Castillo,Brigida de Gracia
OTO-374-106,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Haemulidae,Haemulon,,macrostomum,,,Haemulon macrostomum ,16.2,13.01,2,6.43,6.5,"Günther, 1859",Ricardo Taylor,Brigida de Gracia
OTO-374-86,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,16.3,13.5,2,,7.97,"Lacépede, 1801",Marcos Alvarez,Maria Concepcion
OTO-374-87,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,16.4,13.6,2,,7.6,"Lacépede, 1801",Marcos Alvarez,Maria Concepcion
OTO-374-100,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Haemulidae,Haemulon,,flavolineatum,,,Haemulon flavolineatum ,16.5,12.3,2,7.63,7.77,"Desmarest, 1823",Ricardo Taylor,Brigida de Gracia
OTO-374-403,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,17.1,14.3,2,7.83,7.94,"Lacépede, 1801",,
OTO-374-477,2021,Recent,Pacific,Las Perlas,PedroPablo,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,17.2,12.9,2,7.78,7.9,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-484,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,17.3,13,2,8.04,8.12,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-446,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,17.6,13.9,2,7.93,7.99,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-488,13-09-2023,Recent,Caribbean,Bocas del Toro,Muelle Stri Point,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,17.7,14.7,2,7.63,7.81,"Lacépede, 1801",Brigida De Gracia,Brigida de Gracia
OTO-374-83,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Haemulidae,Haemulon,,bonariense,,,Haemulon bonariense ,17.8,14.6,2,,8.6,"Cuvier, 1830",Marcos Alvarez,Maria Concepcion
OTO-374-436,2021,Recent,Pacific,Coiba,Punta Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,18,14.4,2,8.2,8.18,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-485,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,18.6,14.9,2,8.1,8.02,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-450,2021,Recent,Pacific,Coiba,La Muela,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,19,14.6,2,9.01,9,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-451,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,19.1,15,2,8.24,8.18,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-84,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Haemulidae,Haemulon,,bonariense,,,Haemulon bonariense ,19.2,16,2,,8.88,"Cuvier, 1830",Marcos Alvarez,Maria Concepcion
OTO-374-452,2021,Recent,Pacific,Coiba,Punta Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,19.4,15.9,2,8.96,8.92,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-476,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,19.4,14.8,2,8.65,8.86,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-489,13-09-2023,Recent,Caribbean,Bocas del Toro,Muelle Stri Point,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,19.4,16.3,2,8.46,8.01,"Lacépede, 1802",Brigida De Gracia,Brigida de Gracia
OTO-374-97,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Haemulidae,Anisotremus,,virginicus,,,Anisotremus virginicus ,19.7,15.55,2,7.81,7.74,"Linnaeus, 1758",Ricardo Taylor,Brigida de Gracia
OTO-374-441,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,19.9,15.1,2,8.2,8.29,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-445,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,19.9,13.5,2,8.64,8.67,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-448,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,19.9,15.5,2,8.58,8.64,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-475,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,20,16,2,8.88,8.84,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-425,2016,Recent,Pacific,Cocle/Herrera,Bahía de Parita,Perciformes,Haemulidae,Haemulopsis,,elongatus,,,Haemulopsis elongatus ,20.3,16,2,8.56,8.59,"Steindachner, 1879",Maximo Jimenez,Brigida de Gracia
OTO-374-483,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,20.4,15.7,2,8.28,8.31,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-88,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Haemulidae,Anisotremus,,virginicus,,,Anisotremus virginicus ,20.5,16,2,8.23,8.29,"Linnaeus, 1758",Marcos Alvarez,Maria Concepcion
OTO-374-426,2016,Recent,Pacific,Cocle/Herrera,Bahía de Parita,Perciformes,Haemulidae,Haemulopsis,,leuciscus,,,Haemulopsis leuciscus ,20.6,16.8,2,8.8,9,"Günther, 1864",Maximo Jimenez,Brigida de Gracia
OTO-374-478,2022,Recent,Pacific,Coiba,Punta Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,20.8,17.1,2,9.39,9.58,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-96,N/A,Recent,Caribbean,Venezuela,Golfo de Venezuela,Perciformes,Haemulidae,Orthopristis,,ruber,,,Orthopristis ruber ,21.2,16.95917457,1,9.32,,"Cuvier in Cuvier & Valenciennes, 1830",Desconocido,Ref. DRepublica O. Aguilera
OTO-374-432,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,21.3,16.6,2,8.98,8.94,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-466,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,21.3,16.8,2,8.9,8.91,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-472,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,21.3,18.4,2,8.88,8.96,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-464,2022,Recent,Pacific,Coiba,Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,21.6,17.4,2,9.7,9.69,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-433,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,21.7,16.4,2,8.4,8.33,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-108,2015,Recent,Caribbean,Bocas del Toro,Bahia Kusapín,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,21.9,17.78,2,9.82,9.95,"Lacépede, 1801",Ricardo Taylor,Brigida de Gracia
OTO-374-439,2022,Recent,Pacific,Coiba,Punta Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,22,17.4,2,9.77,9.85,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-490,13-09-2023,Recent,Caribbean,Bocas del Toro,Muelle Stri Point,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,22.2,18.7,2,8.95,8.96,"Lacépede, 1801",Brigida De Gracia,Brigida de Gracia
OTO-374-434,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,22.3,19.2,2,9.71,9.84,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-92,1990,Recent,Caribbean,Colón,Colon,Perciformes,Haemulidae,Haemulon,,plumierii,,,Haemulon plumierii ,22.4,17.91851312,2,9.73,9.72,"Lacépede, 1801","Morais, P",Maria Concepcion
OTO-374-443,2022,Recent,Pacific,Coiba,Punta Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,22.5,17.8,2,9.59,9.68,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-440,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,22.8,17.5,2,9.65,9.71,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-465,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,23,17.8,2,,9.7,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-91,1990,Recent,Caribbean,Bocas del Toro,Colon,Perciformes,Haemulidae,Haemulon,,sciurus,,,Haemulon sciurus ,23,18.39818239,2,8.76,8.73,"Shaw, 1803","Morais, P",Maria Concepcion
OTO-374-479,2021,Recent,Pacific,Las Perlas,PedroPablo,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,23.2,17.8,2,9.51,9.55,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-449,2021,Recent,Pacific,Coiba,Punta Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,23.3,17.2,2,10.39,10.38,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-480,2021,Recent,Pacific,Coiba,Punta Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,23.3,17.6,2,10.15,10.24,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-460,2021,Recent,Pacific,Coiba,La Muela,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,23.5,18.6,2,10.27,10.16,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-442,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,23.9,18.8,2,9.74,9.86,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-473,2021,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,23.9,17.7,2,8.74,8.75,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-461,2022,Recent,Pacific,Coiba,Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,24.1,18.9,2,10.22,10.2,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-431,2022,Recent,Pacific,Las Perlas,Pacheca,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,24.2,18.8,2,9.81,9.7,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-455,2021,Recent,Pacific,Coiba,la Muela,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,24.2,18.5,2,10.37,10.21,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
OTO-374-482,2022,Recent,Pacific,Coiba,Punta Pixvae,Perciformes,Haemulidae,Anisotremus,,taeniatus,,,Anisotremus taeniatus,24.2,13.1,2,9.92,10.03,"Gill, 1861",Natasha Hinojosa,Brigida de Gracia
